-1.65328e-05,1.65328e-05,2.10427e-05,1.79981e-05,1.32101e-05,4.49567e-06,-4.16889e-06,-1.28716e-05,-1.76615e-05,-2.07043e-05,-1.62516e-05,1.62516e-05
1.65328e-05,-1.65328e-05,-2.10427e-05,-1.79981e-05,-1.32101e-05,-4.49567e-06,4.16889e-06,1.28716e-05,1.76615e-05,2.07043e-05,1.62516e-05,-1.62516e-05
5.87996e-05,-5.87996e-05,-7.8401e-05,-7.11198e-05,-5.17168e-05,-1.80876e-05,1.73679e-05,5.0908e-05,7.02224e-05,7.74344e-05,5.79529e-05,-5.79529e-05
9.96941e-05,-9.96941e-05,-0.000138173,-0.000130229,-9.47893e-05,-3.37053e-05,3.29062e-05,9.3836e-05,0.000129099,0.000136918,9.8574e-05,-9.8574e-05
0.000139661,-0.000139661,-0.000195585,-0.000186015,-0.000134775,-4.80285e-05,4.74088e-05,0.000134016,0.000185092,0.000194551,0.000138741,-0.000138741
0.000160027,-0.000160027,-0.00022629,-0.000216683,-0.000156709,-5.5924e-05,5.57068e-05,0.000156431,0.000216331,0.000225886,0.000159664,-0.000159664
0.000159664,-0.000159664,-0.000225886,-0.000216331,-0.000156431,-5.57068e-05,5.5924e-05,0.000156709,0.000216683,0.00022629,0.000160027,-0.000160027
0.000138741,-0.000138741,-0.000194551,-0.000185092,-0.000134016,-4.74088e-05,4.80285e-05,0.000134775,0.000186015,0.000195585,0.000139661,-0.000139661
9.8574e-05,-9.8574e-05,-0.000136918,-0.000129099,-9.3836e-05,-3.29062e-05,3.37053e-05,9.47893e-05,0.000130229,0.000138173,9.96941e-05,-9.96941e-05
5.79529e-05,-5.79529e-05,-7.74344e-05,-7.02224e-05,-5.0908e-05,-1.73679e-05,1.80876e-05,5.17168e-05,7.11198e-05,7.8401e-05,5.87996e-05,-5.87996e-05
1.62516e-05,-1.62516e-05,-2.07043e-05,-1.76615e-05,-1.28716e-05,-4.16889e-06,4.49567e-06,1.32101e-05,1.79981e-05,2.10427e-05,1.65328e-05,-1.65328e-05
-1.62516e-05,1.62516e-05,2.07043e-05,1.76615e-05,1.28716e-05,4.16889e-06,-4.49567e-06,-1.32101e-05,-1.79981e-05,-2.10427e-05,-1.65328e-05,1.65328e-05
