0.0183671,0.0183671,0.0183093,0.0161951,0.0166212,0.0125986,0.0141045,0.00792254,0.0106814,0.00209,0.00692869,-0.00334317,0.00703095,-0.000675135,0.026364,0.0341014,0.105518,0.152755,0.329658,0.451671,0.896884,0.896884
0.0183671,0.0183671,0.0183093,0.0161951,0.0166212,0.0125986,0.0141045,0.00792254,0.0106814,0.00209,0.00692869,-0.00334317,0.00703095,-0.000675135,0.026364,0.0341014,0.105518,0.152755,0.329658,0.451671,0.896884,0.896884
0.0184149,0.0184149,0.0183167,0.0167069,0.0175967,0.0143833,0.0166361,0.0117158,0.0156628,0.00904146,0.0155259,0.00780262,0.0191539,0.0127634,0.0351478,0.0375128,0.0846831,0.110105,0.195401,0.245137,0.339438,0.339438
0.0205483,0.0205483,0.0200397,0.0185224,0.0194988,0.0164332,0.0190003,0.014199,0.0184313,0.0115843,0.0176946,0.00855485,0.0176608,0.00773468,0.0254354,0.0229983,0.0642211,0.0848802,0.164538,0.210785,0.292237,0.292237
0.019885,0.019885,0.0189273,0.0177368,0.0185653,0.0159922,0.0182385,0.01388,0.0170454,0.0100238,0.0131307,0.00209595,0.00434061,-0.0103519,-0.00606091,-0.0176254,-0.00217413,0.00108178,0.0322578,0.0501098,0.0670916,0.0670916
0.0228606,0.0228606,0.0216813,0.0205577,0.0215913,0.0190144,0.0215619,0.016862,0.0199609,0.0117227,0.0137626,0.000211441,0.000503595,-0.0169471,-0.0132937,-0.0252668,-0.00682688,-0.00131868,0.0346544,0.0545484,0.0711886,0.0711886
0.0200169,0.0200169,0.0186551,0.0176457,0.0181421,0.0156069,0.0168764,0.0118077,0.0122724,0.00272672,1.8786e-05,-0.0160995,-0.0230149,-0.0439751,-0.0503272,-0.0673686,-0.0640846,-0.0676701,-0.0526723,-0.0435888,-0.0369533,-0.0369533
0.0228149,0.0228149,0.021728,0.0206856,0.0215944,0.0188821,0.0205968,0.0150227,0.0158174,0.00534603,0.00306075,-0.0138123,-0.0190322,-0.0391467,-0.0412218,-0.0554932,-0.0464835,-0.0476422,-0.028608,-0.0191927,-0.0098169,-0.0098169
0.0177674,0.0177674,0.0168872,0.0158136,0.0160641,0.0131937,0.0132822,0.00725401,0.00523961,-0.0060514,-0.012337,-0.0301145,-0.0402362,-0.0611758,-0.0693802,-0.0855427,-0.0849821,-0.0905159,-0.0805925,-0.0763385,-0.0674719,-0.0674719
0.0203253,0.0203253,0.0200927,0.0189551,0.0198961,0.0168923,0.0178769,0.0116859,0.0110274,-0.000146005,-0.00398374,-0.0206505,-0.0264214,-0.0448387,-0.0469785,-0.0602051,-0.0536431,-0.0577234,-0.0438095,-0.0403802,-0.0285234,-0.0285234
0.0142118,0.0142118,0.0143608,0.0131957,0.0135228,0.010458,0.0099106,0.0036491,0.000611106,-0.0104584,-0.0173018,-0.0334338,-0.0427111,-0.0604357,-0.0669776,-0.080367,-0.0791846,-0.0849523,-0.0755632,-0.0747167,-0.0618611,-0.0618611
0.0169044,0.0169044,0.0177739,0.0166008,0.0178289,0.0147997,0.0155942,0.00957316,0.00872156,-0.00153831,-0.0047855,-0.0191715,-0.0231816,-0.0385009,-0.0387657,-0.0501867,-0.0429604,-0.0482914,-0.0342247,-0.034704,-0.0183757,-0.0183757
0.0110747,0.0110747,0.0122436,0.0111293,0.0117994,0.00890907,0.00835753,0.00265119,-0.00024724,-0.00981441,-0.0157113,-0.0289243,-0.0363254,-0.0503656,-0.0551066,-0.0657887,-0.0636692,-0.0690813,-0.0587261,-0.0601618,-0.0426252,-0.0426252
0.0140174,0.0140174,0.0157374,0.0146674,0.0162586,0.0135174,0.0144811,0.00918454,0.00875557,0.000100577,-0.00198083,-0.0137112,-0.0159119,-0.0284002,-0.0270811,-0.0370383,-0.0286088,-0.0347635,-0.0183961,-0.0219761,0.000916933,0.000916933
0.00942081,0.00942081,0.0112198,0.0102802,0.0113233,0.00886332,0.0086252,0.00384314,0.00151341,-0.00625076,-0.0110697,-0.0214986,-0.0277013,-0.0387478,-0.0432648,-0.0519643,-0.0508898,-0.0559856,-0.0459713,-0.0492284,-0.0257121,-0.0257121
0.0123309,0.0123309,0.0143925,0.0134848,0.0152555,0.0129281,0.014047,0.0096079,0.00953333,0.00243663,0.00105673,-0.00846436,-0.00997532,-0.0203932,-0.0191515,-0.0282748,-0.0203711,-0.027543,-0.00941179,-0.0167953,0.0168978,0.0168978
0.00948308,0.00948308,0.01138,0.0106377,0.0118876,0.00989354,0.00999157,0.00609235,0.00430183,-0.00195511,-0.00610212,-0.014433,-0.0205428,-0.0295233,-0.0360523,-0.0435573,-0.0478624,-0.0528361,-0.0499439,-0.0551451,-0.0272477,-0.0272477
0.0119542,0.0119542,0.013778,0.0130083,0.0146476,0.0126754,0.0137054,0.0099551,0.00982504,0.00389033,0.00237184,-0.00559031,-0.00791729,-0.0169515,-0.0183344,-0.0270224,-0.0240511,-0.0319278,-0.018068,-0.0301406,0.0177128,0.0177128
0.0110226,0.0110226,0.0125154,0.0119866,0.0133136,0.0117138,0.0121133,0.00882851,0.00747161,0.00215283,-0.00160592,-0.00868499,-0.0152114,-0.0229521,-0.032778,-0.0395315,-0.0544871,-0.0590743,-0.081909,-0.0872794,-0.0911126,-0.0911126
0.0126495,0.0126495,0.0138214,0.0132318,0.0146275,0.0129544,0.0137483,0.0104342,0.00989496,0.0046218,0.0022744,-0.0047697,-0.00907311,-0.0171134,-0.0234514,-0.0314237,-0.0400554,-0.047085,-0.055686,-0.0647362,-0.0420856,-0.0420856
0.0129876,0.0129876,0.0141622,0.0141178,0.0158769,0.0147896,0.0157582,0.0128944,0.012116,0.00712446,0.00392835,-0.00286212,-0.00894066,-0.0162074,-0.0264672,-0.0318657,-0.0535994,-0.055173,-0.127683,-0.138262,-0.441268,-0.441268
0.0129876,0.0129876,0.0141622,0.0141178,0.0158769,0.0147896,0.0157582,0.0128944,0.012116,0.00712446,0.00392835,-0.00286212,-0.00894066,-0.0162074,-0.0264672,-0.0318657,-0.0535994,-0.055173,-0.127683,-0.138262,-0.441268,-0.441268
